"zip_code","variable","sex","age","estimate"
60406,"B01001_010E","Male","22 to 24 years",434
60406,"B01001_011E","Male","25 to 29 years",862
60406,"B01001_012E","Male","30 to 34 years",893
60406,"B01001_013E","Male","35 to 39 years",880
60406,"B01001_014E","Male","40 to 44 years",831
60406,"B01001_015E","Male","45 to 49 years",698
60406,"B01001_016E","Male","50 to 54 years",793
60406,"B01001_017E","Male","55 to 59 years",734
60406,"B01001_018E","Male","60 and 61 years",385
60406,"B01001_019E","Male","62 to 64 years",484
60406,"B01001_020E","Male","65 and 66 years",228
60406,"B01001_021E","Male","67 to 69 years",227
60406,"B01001_022E","Male","70 to 74 years",284
60406,"B01001_023E","Male","75 to 79 years",164
60406,"B01001_024E","Male","80 to 84 years",145
60406,"B01001_025E","Male","85 years and over",51
60406,"B01001_027E","Female","Under 5 years",1067
60406,"B01001_028E","Female","5 to 9 years",809
60406,"B01001_029E","Female","10 to 14 years",851
60406,"B01001_030E","Female","15 to 17 years",568
60406,"B01001_031E","Female","18 and 19 years",177
60406,"B01001_032E","Female","20 years",263
60406,"B01001_033E","Female","21 years",86
60406,"B01001_034E","Female","22 to 24 years",613
60406,"B01001_035E","Female","25 to 29 years",954
60406,"B01001_036E","Female","30 to 34 years",853
60406,"B01001_037E","Female","35 to 39 years",898
60406,"B01001_038E","Female","40 to 44 years",816
60406,"B01001_039E","Female","45 to 49 years",816
60406,"B01001_040E","Female","50 to 54 years",925
60406,"B01001_041E","Female","55 to 59 years",762
60406,"B01001_042E","Female","60 and 61 years",294
60406,"B01001_043E","Female","62 to 64 years",449
60406,"B01001_044E","Female","65 and 66 years",154
60406,"B01001_045E","Female","67 to 69 years",264
60406,"B01001_046E","Female","70 to 74 years",200
60406,"B01001_047E","Female","75 to 79 years",296
60406,"B01001_048E","Female","80 to 84 years",284
60406,"B01001_049E","Female","85 years and over",162
60409,"B01001_003E","Male","Under 5 years",926
60409,"B01001_004E","Male","5 to 9 years",1023
60409,"B01001_005E","Male","10 to 14 years",1437
60409,"B01001_006E","Male","15 to 17 years",978
60409,"B01001_007E","Male","18 and 19 years",735
60409,"B01001_008E","Male","20 years",403
60409,"B01001_009E","Male","21 years",317
60409,"B01001_010E","Male","22 to 24 years",775
60409,"B01001_011E","Male","25 to 29 years",1220
60409,"B01001_012E","Male","30 to 34 years",1000
60409,"B01001_013E","Male","35 to 39 years",580
60409,"B01001_014E","Male","40 to 44 years",1367
60409,"B01001_015E","Male","45 to 49 years",1138
60409,"B01001_016E","Male","50 to 54 years",1100
60409,"B01001_017E","Male","55 to 59 years",1122
60409,"B01001_018E","Male","60 and 61 years",398
60409,"B01001_019E","Male","62 to 64 years",560
60409,"B01001_020E","Male","65 and 66 years",84
60409,"B01001_021E","Male","67 to 69 years",410
60409,"B01001_022E","Male","70 to 74 years",439
60409,"B01001_023E","Male","75 to 79 years",286
60409,"B01001_024E","Male","80 to 84 years",129
60409,"B01001_025E","Male","85 years and over",128
60409,"B01001_027E","Female","Under 5 years",931
60409,"B01001_028E","Female","5 to 9 years",1371
60409,"B01001_029E","Female","10 to 14 years",1286
60409,"B01001_030E","Female","15 to 17 years",718
60409,"B01001_031E","Female","18 and 19 years",462
60409,"B01001_032E","Female","20 years",258
60409,"B01001_033E","Female","21 years",317
60409,"B01001_034E","Female","22 to 24 years",806
60409,"B01001_035E","Female","25 to 29 years",1398
60409,"B01001_036E","Female","30 to 34 years",1177
60409,"B01001_037E","Female","35 to 39 years",1497
60409,"B01001_038E","Female","40 to 44 years",968
60409,"B01001_039E","Female","45 to 49 years",1292
60409,"B01001_040E","Female","50 to 54 years",1564
60409,"B01001_041E","Female","55 to 59 years",1278
60409,"B01001_042E","Female","60 and 61 years",668
60409,"B01001_043E","Female","62 to 64 years",773
60409,"B01001_044E","Female","65 and 66 years",336
60409,"B01001_045E","Female","67 to 69 years",449
60409,"B01001_046E","Female","70 to 74 years",791
60409,"B01001_047E","Female","75 to 79 years",714
60409,"B01001_048E","Female","80 to 84 years",754
60409,"B01001_049E","Female","85 years and over",295
60411,"B01001_003E","Male","Under 5 years",2205
60411,"B01001_004E","Male","5 to 9 years",1782
60411,"B01001_005E","Male","10 to 14 years",2117
60411,"B01001_006E","Male","15 to 17 years",1297
60411,"B01001_007E","Male","18 and 19 years",1063
60411,"B01001_008E","Male","20 years",336
60411,"B01001_009E","Male","21 years",524
60411,"B01001_010E","Male","22 to 24 years",1181
60411,"B01001_011E","Male","25 to 29 years",2122
60411,"B01001_012E","Male","30 to 34 years",1794
60411,"B01001_013E","Male","35 to 39 years",1525
60411,"B01001_014E","Male","40 to 44 years",1346
60411,"B01001_015E","Male","45 to 49 years",1334
60411,"B01001_016E","Male","50 to 54 years",2099
60411,"B01001_017E","Male","55 to 59 years",1567
60411,"B01001_018E","Male","60 and 61 years",664
60411,"B01001_019E","Male","62 to 64 years",784
60411,"B01001_020E","Male","65 and 66 years",611
60411,"B01001_021E","Male","67 to 69 years",658
60411,"B01001_022E","Male","70 to 74 years",822
60411,"B01001_023E","Male","75 to 79 years",598
60411,"B01001_024E","Male","80 to 84 years",267
60411,"B01001_025E","Male","85 years and over",301
60411,"B01001_027E","Female","Under 5 years",2039
60411,"B01001_028E","Female","5 to 9 years",2148
60411,"B01001_029E","Female","10 to 14 years",2312
60411,"B01001_030E","Female","15 to 17 years",1339
60411,"B01001_031E","Female","18 and 19 years",817
60411,"B01001_032E","Female","20 years",292
60411,"B01001_033E","Female","21 years",456
60411,"B01001_034E","Female","22 to 24 years",1510
60411,"B01001_035E","Female","25 to 29 years",2193
60411,"B01001_036E","Female","30 to 34 years",1869
60411,"B01001_037E","Female","35 to 39 years",1855
60411,"B01001_038E","Female","40 to 44 years",1886
60411,"B01001_039E","Female","45 to 49 years",1880
60411,"B01001_040E","Female","50 to 54 years",2117
60411,"B01001_041E","Female","55 to 59 years",1851
60411,"B01001_042E","Female","60 and 61 years",672
60411,"B01001_043E","Female","62 to 64 years",1086
60411,"B01001_044E","Female","65 and 66 years",574
60411,"B01001_045E","Female","67 to 69 years",810
60411,"B01001_046E","Female","70 to 74 years",1007
60411,"B01001_047E","Female","75 to 79 years",697
60411,"B01001_048E","Female","80 to 84 years",628
60411,"B01001_049E","Female","85 years and over",568
60415,"B01001_003E","Male","Under 5 years",849
60415,"B01001_004E","Male","5 to 9 years",391
60415,"B01001_005E","Male","10 to 14 years",397
60415,"B01001_006E","Male","15 to 17 years",174
60415,"B01001_007E","Male","18 and 19 years",99
60415,"B01001_008E","Male","20 years",69
60415,"B01001_009E","Male","21 years",161
60415,"B01001_010E","Male","22 to 24 years",118
60415,"B01001_011E","Male","25 to 29 years",816
60415,"B01001_012E","Male","30 to 34 years",621
60415,"B01001_013E","Male","35 to 39 years",394
60415,"B01001_014E","Male","40 to 44 years",369
60415,"B01001_015E","Male","45 to 49 years",344
60415,"B01001_016E","Male","50 to 54 years",294
60415,"B01001_017E","Male","55 to 59 years",512
60415,"B01001_018E","Male","60 and 61 years",164
60415,"B01001_019E","Male","62 to 64 years",295
60415,"B01001_020E","Male","65 and 66 years",121
60415,"B01001_021E","Male","67 to 69 years",134
60415,"B01001_022E","Male","70 to 74 years",235
60415,"B01001_023E","Male","75 to 79 years",175
60415,"B01001_024E","Male","80 to 84 years",61
60415,"B01001_025E","Male","85 years and over",56
60415,"B01001_027E","Female","Under 5 years",602
60415,"B01001_028E","Female","5 to 9 years",484
60415,"B01001_029E","Female","10 to 14 years",397
60415,"B01001_030E","Female","15 to 17 years",195
60415,"B01001_031E","Female","18 and 19 years",148
60415,"B01001_032E","Female","20 years",19
60415,"B01001_033E","Female","21 years",48
60415,"B01001_034E","Female","22 to 24 years",390
60415,"B01001_035E","Female","25 to 29 years",630
60415,"B01001_036E","Female","30 to 34 years",505
60415,"B01001_037E","Female","35 to 39 years",739
60415,"B01001_038E","Female","40 to 44 years",257
60415,"B01001_039E","Female","45 to 49 years",352
60415,"B01001_040E","Female","50 to 54 years",500
60415,"B01001_041E","Female","55 to 59 years",372
60415,"B01001_042E","Female","60 and 61 years",294
60415,"B01001_043E","Female","62 to 64 years",171
60415,"B01001_044E","Female","65 and 66 years",162
60415,"B01001_045E","Female","67 to 69 years",194
60415,"B01001_046E","Female","70 to 74 years",287
60415,"B01001_047E","Female","75 to 79 years",138
60415,"B01001_048E","Female","80 to 84 years",109
60415,"B01001_049E","Female","85 years and over",281
60419,"B01001_003E","Male","Under 5 years",711
60419,"B01001_004E","Male","5 to 9 years",756
60419,"B01001_005E","Male","10 to 14 years",847
60419,"B01001_006E","Male","15 to 17 years",408
60419,"B01001_007E","Male","18 and 19 years",519
60419,"B01001_008E","Male","20 years",171
60419,"B01001_009E","Male","21 years",124
60419,"B01001_010E","Male","22 to 24 years",651
60419,"B01001_011E","Male","25 to 29 years",729
60419,"B01001_012E","Male","30 to 34 years",341
60419,"B01001_013E","Male","35 to 39 years",620
60419,"B01001_014E","Male","40 to 44 years",376
60419,"B01001_015E","Male","45 to 49 years",591
60419,"B01001_016E","Male","50 to 54 years",576
60419,"B01001_017E","Male","55 to 59 years",643
60419,"B01001_018E","Male","60 and 61 years",232
60419,"B01001_019E","Male","62 to 64 years",486
60419,"B01001_020E","Male","65 and 66 years",128
60419,"B01001_021E","Male","67 to 69 years",250
60419,"B01001_022E","Male","70 to 74 years",277
60419,"B01001_023E","Male","75 to 79 years",167
60419,"B01001_024E","Male","80 to 84 years",166
60419,"B01001_025E","Male","85 years and over",66
60419,"B01001_027E","Female","Under 5 years",558
60419,"B01001_028E","Female","5 to 9 years",895
60419,"B01001_029E","Female","10 to 14 years",883
60419,"B01001_030E","Female","15 to 17 years",626
60419,"B01001_031E","Female","18 and 19 years",276
60419,"B01001_032E","Female","20 years",241
60419,"B01001_033E","Female","21 years",166
60419,"B01001_034E","Female","22 to 24 years",425
60419,"B01001_035E","Female","25 to 29 years",792
60419,"B01001_036E","Female","30 to 34 years",675
60419,"B01001_037E","Female","35 to 39 years",805
60419,"B01001_038E","Female","40 to 44 years",730
60419,"B01001_039E","Female","45 to 49 years",1127
60419,"B01001_040E","Female","50 to 54 years",699
60419,"B01001_041E","Female","55 to 59 years",977
60419,"B01001_042E","Female","60 and 61 years",476
60419,"B01001_043E","Female","62 to 64 years",435
60419,"B01001_044E","Female","65 and 66 years",324
60419,"B01001_045E","Female","67 to 69 years",307
60419,"B01001_046E","Female","70 to 74 years",561
60419,"B01001_047E","Female","75 to 79 years",283
60419,"B01001_048E","Female","80 to 84 years",191
60419,"B01001_049E","Female","85 years and over",149
60422,"B01001_003E","Male","Under 5 years",599
60422,"B01001_004E","Male","5 to 9 years",220
60422,"B01001_005E","Male","10 to 14 years",267
60422,"B01001_006E","Male","15 to 17 years",164
60422,"B01001_007E","Male","18 and 19 years",112
60422,"B01001_008E","Male","20 years",0
60422,"B01001_009E","Male","21 years",153
60422,"B01001_010E","Male","22 to 24 years",123
60422,"B01001_011E","Male","25 to 29 years",34
60422,"B01001_012E","Male","30 to 34 years",190
60422,"B01001_013E","Male","35 to 39 years",286
60422,"B01001_014E","Male","40 to 44 years",367
60422,"B01001_015E","Male","45 to 49 years",308
60422,"B01001_016E","Male","50 to 54 years",280
60422,"B01001_017E","Male","55 to 59 years",368
60422,"B01001_018E","Male","60 and 61 years",149
60422,"B01001_019E","Male","62 to 64 years",221
60422,"B01001_020E","Male","65 and 66 years",63
60422,"B01001_021E","Male","67 to 69 years",213
60422,"B01001_022E","Male","70 to 74 years",248
60422,"B01001_023E","Male","75 to 79 years",111
60422,"B01001_024E","Male","80 to 84 years",107
60422,"B01001_025E","Male","85 years and over",127
60422,"B01001_027E","Female","Under 5 years",300
60422,"B01001_028E","Female","5 to 9 years",249
60422,"B01001_029E","Female","10 to 14 years",287
60422,"B01001_030E","Female","15 to 17 years",129
60422,"B01001_031E","Female","18 and 19 years",28
60422,"B01001_032E","Female","20 years",379
60422,"B01001_033E","Female","21 years",21
60422,"B01001_034E","Female","22 to 24 years",103
60422,"B01001_035E","Female","25 to 29 years",145
60422,"B01001_036E","Female","30 to 34 years",259
60422,"B01001_037E","Female","35 to 39 years",253
60422,"B01001_038E","Female","40 to 44 years",281
60422,"B01001_039E","Female","45 to 49 years",480
60422,"B01001_040E","Female","50 to 54 years",439
60422,"B01001_041E","Female","55 to 59 years",307
60422,"B01001_042E","Female","60 and 61 years",190
60422,"B01001_043E","Female","62 to 64 years",219
60422,"B01001_044E","Female","65 and 66 years",172
60422,"B01001_045E","Female","67 to 69 years",201
60422,"B01001_046E","Female","70 to 74 years",450
60422,"B01001_047E","Female","75 to 79 years",105
60422,"B01001_048E","Female","80 to 84 years",93
60422,"B01001_049E","Female","85 years and over",141
60423,"B01001_003E","Male","Under 5 years",557
60423,"B01001_004E","Male","5 to 9 years",1122
60423,"B01001_005E","Male","10 to 14 years",1352
60423,"B01001_006E","Male","15 to 17 years",868
60423,"B01001_007E","Male","18 and 19 years",386
60423,"B01001_008E","Male","20 years",171
60423,"B01001_009E","Male","21 years",166
60423,"B01001_010E","Male","22 to 24 years",633
60423,"B01001_011E","Male","25 to 29 years",499
60423,"B01001_012E","Male","30 to 34 years",494
60423,"B01001_013E","Male","35 to 39 years",925
60423,"B01001_014E","Male","40 to 44 years",1012
60423,"B01001_015E","Male","45 to 49 years",1336
60423,"B01001_016E","Male","50 to 54 years",1323
60423,"B01001_017E","Male","55 to 59 years",1214
60423,"B01001_018E","Male","60 and 61 years",511
60423,"B01001_019E","Male","62 to 64 years",487
60423,"B01001_020E","Male","65 and 66 years",363
60423,"B01001_021E","Male","67 to 69 years",576
60423,"B01001_022E","Male","70 to 74 years",774
60423,"B01001_023E","Male","75 to 79 years",370
60423,"B01001_024E","Male","80 to 84 years",147
60423,"B01001_025E","Male","85 years and over",139
60423,"B01001_027E","Female","Under 5 years",563
60423,"B01001_028E","Female","5 to 9 years",1188
60423,"B01001_029E","Female","10 to 14 years",1330
60423,"B01001_030E","Female","15 to 17 years",1006
60423,"B01001_031E","Female","18 and 19 years",296
60423,"B01001_032E","Female","20 years",254
60423,"B01001_033E","Female","21 years",137
60423,"B01001_034E","Female","22 to 24 years",557
60423,"B01001_035E","Female","25 to 29 years",702
60423,"B01001_036E","Female","30 to 34 years",587
60423,"B01001_037E","Female","35 to 39 years",753
60423,"B01001_038E","Female","40 to 44 years",1049
60423,"B01001_039E","Female","45 to 49 years",1325
60423,"B01001_040E","Female","50 to 54 years",1403
60423,"B01001_041E","Female","55 to 59 years",1232
60423,"B01001_042E","Female","60 and 61 years",456
60423,"B01001_043E","Female","62 to 64 years",666
60423,"B01001_044E","Female","65 and 66 years",374
60423,"B01001_045E","Female","67 to 69 years",682
60423,"B01001_046E","Female","70 to 74 years",641
60423,"B01001_047E","Female","75 to 79 years",367
60423,"B01001_048E","Female","80 to 84 years",198
60423,"B01001_049E","Female","85 years and over",227
60425,"B01001_003E","Male","Under 5 years",180
60425,"B01001_004E","Male","5 to 9 years",295
60425,"B01001_005E","Male","10 to 14 years",338
60425,"B01001_006E","Male","15 to 17 years",278
60425,"B01001_007E","Male","18 and 19 years",106
60425,"B01001_008E","Male","20 years",57
60425,"B01001_009E","Male","21 years",94
60425,"B01001_010E","Male","22 to 24 years",83
60425,"B01001_011E","Male","25 to 29 years",232
60425,"B01001_012E","Male","30 to 34 years",169
60425,"B01001_013E","Male","35 to 39 years",313
60425,"B01001_014E","Male","40 to 44 years",82
60425,"B01001_015E","Male","45 to 49 years",262
60425,"B01001_016E","Male","50 to 54 years",325
60425,"B01001_017E","Male","55 to 59 years",196
60425,"B01001_018E","Male","60 and 61 years",112
60425,"B01001_019E","Male","62 to 64 years",163
60425,"B01001_020E","Male","65 and 66 years",61
60425,"B01001_021E","Male","67 to 69 years",125
60425,"B01001_022E","Male","70 to 74 years",219
60425,"B01001_023E","Male","75 to 79 years",116
60425,"B01001_024E","Male","80 to 84 years",108
