census_name,clean_name,census_place_code,variable,sex,age,estimate,margin_of_error
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_039E,Female,45 to 49 years,739,154
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_040E,Female,50 to 54 years,726,170
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_041E,Female,55 to 59 years,832,171
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_042E,Female,60 and 61 years,180,75
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_043E,Female,62 to 64 years,339,118
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_044E,Female,65 and 66 years,244,84
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_045E,Female,67 to 69 years,141,67
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_046E,Female,70 to 74 years,376,125
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_047E,Female,75 to 79 years,301,132
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_048E,Female,80 to 84 years,296,120
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_049E,Female,85 years and over,503,150
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_003E,Male,Under 5 years,328,135
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_004E,Male,5 to 9 years,406,123
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_005E,Male,10 to 14 years,452,124
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_006E,Male,15 to 17 years,264,96
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_007E,Male,18 and 19 years,139,69
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_008E,Male,20 years,66,52
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_009E,Male,21 years,0,18
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_010E,Male,22 to 24 years,118,67
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_011E,Male,25 to 29 years,234,85
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_012E,Male,30 to 34 years,290,106
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_013E,Male,35 to 39 years,288,100
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_014E,Male,40 to 44 years,404,116
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_015E,Male,45 to 49 years,323,110
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_016E,Male,50 to 54 years,423,101
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_017E,Male,55 to 59 years,444,107
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_018E,Male,60 and 61 years,189,83
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_019E,Male,62 to 64 years,239,91
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_020E,Male,65 and 66 years,184,80
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_021E,Male,67 to 69 years,309,94
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_022E,Male,70 to 74 years,282,89
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_023E,Male,75 to 79 years,191,71
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_024E,Male,80 to 84 years,145,66
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_025E,Male,85 years and over,296,89
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_027E,Female,Under 5 years,203,93
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_028E,Female,5 to 9 years,491,122
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_029E,Female,10 to 14 years,403,126
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_030E,Female,15 to 17 years,129,68
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_031E,Female,18 and 19 years,112,74
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_032E,Female,20 years,65,50
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_033E,Female,21 years,65,62
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_034E,Female,22 to 24 years,170,68
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_035E,Female,25 to 29 years,368,95
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_036E,Female,30 to 34 years,283,99
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_037E,Female,35 to 39 years,313,91
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_038E,Female,40 to 44 years,428,115
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_039E,Female,45 to 49 years,309,116
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_040E,Female,50 to 54 years,460,109
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_041E,Female,55 to 59 years,388,129
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_042E,Female,60 and 61 years,244,82
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_043E,Female,62 to 64 years,258,96
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_044E,Female,65 and 66 years,183,67
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_045E,Female,67 to 69 years,261,99
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_046E,Female,70 to 74 years,281,73
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_047E,Female,75 to 79 years,264,81
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_048E,Female,80 to 84 years,246,90
"Lincolnwood village, Illinois",Lincolnwood,43744,B01001_049E,Female,85 years and over,496,117
"Lynwood village, Illinois",Lynwood,45421,B01001_003E,Male,Under 5 years,514,305
"Lynwood village, Illinois",Lynwood,45421,B01001_004E,Male,5 to 9 years,144,117
"Lynwood village, Illinois",Lynwood,45421,B01001_005E,Male,10 to 14 years,270,148
"Lynwood village, Illinois",Lynwood,45421,B01001_006E,Male,15 to 17 years,262,164
"Lynwood village, Illinois",Lynwood,45421,B01001_007E,Male,18 and 19 years,353,200
"Lynwood village, Illinois",Lynwood,45421,B01001_008E,Male,20 years,0,16
"Lynwood village, Illinois",Lynwood,45421,B01001_009E,Male,21 years,0,16
"Lynwood village, Illinois",Lynwood,45421,B01001_010E,Male,22 to 24 years,29,30
"Lynwood village, Illinois",Lynwood,45421,B01001_011E,Male,25 to 29 years,327,206
"Lynwood village, Illinois",Lynwood,45421,B01001_012E,Male,30 to 34 years,222,168
"Lynwood village, Illinois",Lynwood,45421,B01001_013E,Male,35 to 39 years,217,147
"Lynwood village, Illinois",Lynwood,45421,B01001_014E,Male,40 to 44 years,130,81
"Lynwood village, Illinois",Lynwood,45421,B01001_015E,Male,45 to 49 years,205,145
"Lynwood village, Illinois",Lynwood,45421,B01001_016E,Male,50 to 54 years,340,168
"Lynwood village, Illinois",Lynwood,45421,B01001_017E,Male,55 to 59 years,429,185
"Lynwood village, Illinois",Lynwood,45421,B01001_018E,Male,60 and 61 years,75,64
"Lynwood village, Illinois",Lynwood,45421,B01001_019E,Male,62 to 64 years,226,114
"Lynwood village, Illinois",Lynwood,45421,B01001_020E,Male,65 and 66 years,114,99
"Lynwood village, Illinois",Lynwood,45421,B01001_021E,Male,67 to 69 years,63,48
"Lynwood village, Illinois",Lynwood,45421,B01001_022E,Male,70 to 74 years,147,107
"Lynwood village, Illinois",Lynwood,45421,B01001_023E,Male,75 to 79 years,49,43
"Lynwood village, Illinois",Lynwood,45421,B01001_024E,Male,80 to 84 years,28,33
"Lynwood village, Illinois",Lynwood,45421,B01001_025E,Male,85 years and over,0,16
"Lynwood village, Illinois",Lynwood,45421,B01001_027E,Female,Under 5 years,237,174
"Lynwood village, Illinois",Lynwood,45421,B01001_028E,Female,5 to 9 years,256,119
"Lynwood village, Illinois",Lynwood,45421,B01001_029E,Female,10 to 14 years,326,142
"Lynwood village, Illinois",Lynwood,45421,B01001_030E,Female,15 to 17 years,74,88
"Lynwood village, Illinois",Lynwood,45421,B01001_031E,Female,18 and 19 years,56,55
"Lynwood village, Illinois",Lynwood,45421,B01001_032E,Female,20 years,0,16
"Lynwood village, Illinois",Lynwood,45421,B01001_033E,Female,21 years,206,204
"Lynwood village, Illinois",Lynwood,45421,B01001_034E,Female,22 to 24 years,345,216
"Lynwood village, Illinois",Lynwood,45421,B01001_035E,Female,25 to 29 years,393,247
"Lynwood village, Illinois",Lynwood,45421,B01001_036E,Female,30 to 34 years,313,148
"Lynwood village, Illinois",Lynwood,45421,B01001_037E,Female,35 to 39 years,236,122
"Lynwood village, Illinois",Lynwood,45421,B01001_038E,Female,40 to 44 years,383,190
"Lynwood village, Illinois",Lynwood,45421,B01001_039E,Female,45 to 49 years,270,138
"Lynwood village, Illinois",Lynwood,45421,B01001_040E,Female,50 to 54 years,607,189
"Lynwood village, Illinois",Lynwood,45421,B01001_041E,Female,55 to 59 years,408,151
"Lynwood village, Illinois",Lynwood,45421,B01001_042E,Female,60 and 61 years,122,71
"Lynwood village, Illinois",Lynwood,45421,B01001_043E,Female,62 to 64 years,183,132
"Lynwood village, Illinois",Lynwood,45421,B01001_044E,Female,65 and 66 years,58,47
"Lynwood village, Illinois",Lynwood,45421,B01001_045E,Female,67 to 69 years,209,108
"Lynwood village, Illinois",Lynwood,45421,B01001_046E,Female,70 to 74 years,219,106
"Lynwood village, Illinois",Lynwood,45421,B01001_047E,Female,75 to 79 years,122,70
"Lynwood village, Illinois",Lynwood,45421,B01001_048E,Female,80 to 84 years,66,53
"Lynwood village, Illinois",Lynwood,45421,B01001_049E,Female,85 years and over,46,77
"Lyons village, Illinois",Lyons,45434,B01001_003E,Male,Under 5 years,404,188
"Lyons village, Illinois",Lyons,45434,B01001_004E,Male,5 to 9 years,489,167
"Lyons village, Illinois",Lyons,45434,B01001_005E,Male,10 to 14 years,357,207
"Lyons village, Illinois",Lyons,45434,B01001_006E,Male,15 to 17 years,158,89
"Lyons village, Illinois",Lyons,45434,B01001_007E,Male,18 and 19 years,137,66
"Lyons village, Illinois",Lyons,45434,B01001_008E,Male,20 years,45,42
"Lyons village, Illinois",Lyons,45434,B01001_009E,Male,21 years,50,52
"Lyons village, Illinois",Lyons,45434,B01001_010E,Male,22 to 24 years,190,102
"Lyons village, Illinois",Lyons,45434,B01001_011E,Male,25 to 29 years,385,169
"Lyons village, Illinois",Lyons,45434,B01001_012E,Male,30 to 34 years,599,195
"Lyons village, Illinois",Lyons,45434,B01001_013E,Male,35 to 39 years,232,115
"Lyons village, Illinois",Lyons,45434,B01001_014E,Male,40 to 44 years,298,82
"Lyons village, Illinois",Lyons,45434,B01001_015E,Male,45 to 49 years,161,94
"Lyons village, Illinois",Lyons,45434,B01001_016E,Male,50 to 54 years,445,151
"Lyons village, Illinois",Lyons,45434,B01001_017E,Male,55 to 59 years,481,196
"Lyons village, Illinois",Lyons,45434,B01001_018E,Male,60 and 61 years,191,86
"Lyons village, Illinois",Lyons,45434,B01001_019E,Male,62 to 64 years,96,74
"Lyons village, Illinois",Lyons,45434,B01001_020E,Male,65 and 66 years,57,42
"Lyons village, Illinois",Lyons,45434,B01001_021E,Male,67 to 69 years,204,98
"Lyons village, Illinois",Lyons,45434,B01001_022E,Male,70 to 74 years,161,89
"Lyons village, Illinois",Lyons,45434,B01001_023E,Male,75 to 79 years,74,54
"Lyons village, Illinois",Lyons,45434,B01001_024E,Male,80 to 84 years,59,43
"Lyons village, Illinois",Lyons,45434,B01001_025E,Male,85 years and over,68,43
"Lyons village, Illinois",Lyons,45434,B01001_027E,Female,Under 5 years,340,131
"Lyons village, Illinois",Lyons,45434,B01001_028E,Female,5 to 9 years,442,185
"Lyons village, Illinois",Lyons,45434,B01001_029E,Female,10 to 14 years,247,133
"Lyons village, Illinois",Lyons,45434,B01001_030E,Female,15 to 17 years,203,109
"Lyons village, Illinois",Lyons,45434,B01001_031E,Female,18 and 19 years,164,95
"Lyons village, Illinois",Lyons,45434,B01001_032E,Female,20 years,5,10
"Lyons village, Illinois",Lyons,45434,B01001_033E,Female,21 years,14,19
"Lyons village, Illinois",Lyons,45434,B01001_034E,Female,22 to 24 years,298,127
"Lyons village, Illinois",Lyons,45434,B01001_035E,Female,25 to 29 years,488,176
"Lyons village, Illinois",Lyons,45434,B01001_036E,Female,30 to 34 years,356,126
"Lyons village, Illinois",Lyons,45434,B01001_037E,Female,35 to 39 years,380,120
"Lyons village, Illinois",Lyons,45434,B01001_038E,Female,40 to 44 years,309,119
"Lyons village, Illinois",Lyons,45434,B01001_039E,Female,45 to 49 years,259,122
"Lyons village, Illinois",Lyons,45434,B01001_040E,Female,50 to 54 years,383,118
"Lyons village, Illinois",Lyons,45434,B01001_041E,Female,55 to 59 years,235,97
"Lyons village, Illinois",Lyons,45434,B01001_042E,Female,60 and 61 years,125,74
"Lyons village, Illinois",Lyons,45434,B01001_043E,Female,62 to 64 years,158,85
"Lyons village, Illinois",Lyons,45434,B01001_044E,Female,65 and 66 years,81,42
"Lyons village, Illinois",Lyons,45434,B01001_045E,Female,67 to 69 years,211,110
"Lyons village, Illinois",Lyons,45434,B01001_046E,Female,70 to 74 years,109,53
"Lyons village, Illinois",Lyons,45434,B01001_047E,Female,75 to 79 years,96,59
"Lyons village, Illinois",Lyons,45434,B01001_048E,Female,80 to 84 years,82,46
"Lyons village, Illinois",Lyons,45434,B01001_049E,Female,85 years and over,144,80
"Markham city, Illinois",Markham,47007,B01001_003E,Male,Under 5 years,552,189
"Markham city, Illinois",Markham,47007,B01001_004E,Male,5 to 9 years,310,110
"Markham city, Illinois",Markham,47007,B01001_005E,Male,10 to 14 years,564,132
"Markham city, Illinois",Markham,47007,B01001_006E,Male,15 to 17 years,218,97
"Markham city, Illinois",Markham,47007,B01001_007E,Male,18 and 19 years,176,95
"Markham city, Illinois",Markham,47007,B01001_008E,Male,20 years,76,57
"Markham city, Illinois",Markham,47007,B01001_009E,Male,21 years,125,105
"Markham city, Illinois",Markham,47007,B01001_010E,Male,22 to 24 years,212,107
"Markham city, Illinois",Markham,47007,B01001_011E,Male,25 to 29 years,419,184
"Markham city, Illinois",Markham,47007,B01001_012E,Male,30 to 34 years,228,117
"Markham city, Illinois",Markham,47007,B01001_013E,Male,35 to 39 years,324,124
"Markham city, Illinois",Markham,47007,B01001_014E,Male,40 to 44 years,413,154
"Markham city, Illinois",Markham,47007,B01001_015E,Male,45 to 49 years,358,133
"Markham city, Illinois",Markham,47007,B01001_016E,Male,50 to 54 years,268,111
"Markham city, Illinois",Markham,47007,B01001_017E,Male,55 to 59 years,377,133
"Markham city, Illinois",Markham,47007,B01001_018E,Male,60 and 61 years,111,72
"Markham city, Illinois",Markham,47007,B01001_019E,Male,62 to 64 years,276,96
"Markham city, Illinois",Markham,47007,B01001_020E,Male,65 and 66 years,119,76
"Markham city, Illinois",Markham,47007,B01001_021E,Male,67 to 69 years,137,58
"Markham city, Illinois",Markham,47007,B01001_022E,Male,70 to 74 years,121,62
"Markham city, Illinois",Markham,47007,B01001_023E,Male,75 to 79 years,100,60
"Markham city, Illinois",Markham,47007,B01001_024E,Male,80 to 84 years,107,57
"Markham city, Illinois",Markham,47007,B01001_025E,Male,85 years and over,135,76
"Markham city, Illinois",Markham,47007,B01001_027E,Female,Under 5 years,499,160
"Markham city, Illinois",Markham,47007,B01001_028E,Female,5 to 9 years,494,145
"Markham city, Illinois",Markham,47007,B01001_029E,Female,10 to 14 years,530,221
"Markham city, Illinois",Markham,47007,B01001_030E,Female,15 to 17 years,278,101
"Markham city, Illinois",Markham,47007,B01001_031E,Female,18 and 19 years,200,101
"Markham city, Illinois",Markham,47007,B01001_032E,Female,20 years,85,78
"Markham city, Illinois",Markham,47007,B01001_033E,Female,21 years,63,65
"Markham city, Illinois",Markham,47007,B01001_034E,Female,22 to 24 years,137,75
"Markham city, Illinois",Markham,47007,B01001_035E,Female,25 to 29 years,502,142
"Markham city, Illinois",Markham,47007,B01001_036E,Female,30 to 34 years,256,113
"Markham city, Illinois",Markham,47007,B01001_037E,Female,35 to 39 years,478,135
"Markham city, Illinois",Markham,47007,B01001_038E,Female,40 to 44 years,393,133
"Markham city, Illinois",Markham,47007,B01001_039E,Female,45 to 49 years,302,143
"Markham city, Illinois",Markham,47007,B01001_040E,Female,50 to 54 years,379,104
"Markham city, Illinois",Markham,47007,B01001_041E,Female,55 to 59 years,538,138
"Markham city, Illinois",Markham,47007,B01001_042E,Female,60 and 61 years,216,100
"Markham city, Illinois",Markham,47007,B01001_043E,Female,62 to 64 years,243,107
"Markham city, Illinois",Markham,47007,B01001_044E,Female,65 and 66 years,189,78
"Markham city, Illinois",Markham,47007,B01001_045E,Female,67 to 69 years,177,75
"Markham city, Illinois",Markham,47007,B01001_046E,Female,70 to 74 years,320,95
"Markham city, Illinois",Markham,47007,B01001_047E,Female,75 to 79 years,173,64
"Markham city, Illinois",Markham,47007,B01001_048E,Female,80 to 84 years,112,61
"Markham city, Illinois",Markham,47007,B01001_049E,Female,85 years and over,203,102
"Matteson village, Illinois",Matteson,47540,B01001_003E,Male,Under 5 years,506,188
"Matteson village, Illinois",Matteson,47540,B01001_004E,Male,5 to 9 years,451,163
"Matteson village, Illinois",Matteson,47540,B01001_005E,Male,10 to 14 years,861,215
"Matteson village, Illinois",Matteson,47540,B01001_006E,Male,15 to 17 years,300,143
