census_name,clean_name,census_place_code,variable,sex,age,estimate
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012023,Male,75 to 79 years,3
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012024,Male,80 to 84 years,7
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012025,Male,85 years and over,28
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012027,Female,Under 5 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012028,Female,5 to 9 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012029,Female,10 to 14 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012030,Female,15 to 17 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012031,Female,18 and 19 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012032,Female,20 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012033,Female,21 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012034,Female,22 to 24 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012035,Female,25 to 29 years,2
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012036,Female,30 to 34 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012037,Female,35 to 39 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012038,Female,40 to 44 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012039,Female,45 to 49 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012040,Female,50 to 54 years,1
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012041,Female,55 to 59 years,2
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012042,Female,60 and 61 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012043,Female,62 to 64 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012044,Female,65 and 66 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012045,Female,67 to 69 years,0
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012046,Female,70 to 74 years,3
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012047,Female,75 to 79 years,5
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012048,Female,80 to 84 years,21
"Cook County (part), Deerfield village, Illinois",Deerfield,18992,P012049,Female,85 years and over,90
"Des Plaines city, Illinois",Des Plaines,19642,P012003,Male,Under 5 years,1617
"Des Plaines city, Illinois",Des Plaines,19642,P012004,Male,5 to 9 years,1587
"Des Plaines city, Illinois",Des Plaines,19642,P012005,Male,10 to 14 years,1685
"Des Plaines city, Illinois",Des Plaines,19642,P012006,Male,15 to 17 years,1214
"Des Plaines city, Illinois",Des Plaines,19642,P012007,Male,18 and 19 years,686
"Des Plaines city, Illinois",Des Plaines,19642,P012008,Male,20 years,303
"Des Plaines city, Illinois",Des Plaines,19642,P012009,Male,21 years,316
"Des Plaines city, Illinois",Des Plaines,19642,P012010,Male,22 to 24 years,1072
"Des Plaines city, Illinois",Des Plaines,19642,P012011,Male,25 to 29 years,1908
"Des Plaines city, Illinois",Des Plaines,19642,P012012,Male,30 to 34 years,1950
"Des Plaines city, Illinois",Des Plaines,19642,P012013,Male,35 to 39 years,1835
"Des Plaines city, Illinois",Des Plaines,19642,P012014,Male,40 to 44 years,2022
"Des Plaines city, Illinois",Des Plaines,19642,P012015,Male,45 to 49 years,2058
"Des Plaines city, Illinois",Des Plaines,19642,P012016,Male,50 to 54 years,2421
"Des Plaines city, Illinois",Des Plaines,19642,P012017,Male,55 to 59 years,2147
"Des Plaines city, Illinois",Des Plaines,19642,P012018,Male,60 and 61 years,680
"Des Plaines city, Illinois",Des Plaines,19642,P012019,Male,62 to 64 years,975
"Des Plaines city, Illinois",Des Plaines,19642,P012020,Male,65 and 66 years,507
"Des Plaines city, Illinois",Des Plaines,19642,P012021,Male,67 to 69 years,639
"Des Plaines city, Illinois",Des Plaines,19642,P012022,Male,70 to 74 years,911
"Des Plaines city, Illinois",Des Plaines,19642,P012023,Male,75 to 79 years,721
"Des Plaines city, Illinois",Des Plaines,19642,P012024,Male,80 to 84 years,617
"Des Plaines city, Illinois",Des Plaines,19642,P012025,Male,85 years and over,552
"Des Plaines city, Illinois",Des Plaines,19642,P012027,Female,Under 5 years,1534
"Des Plaines city, Illinois",Des Plaines,19642,P012028,Female,5 to 9 years,1488
"Des Plaines city, Illinois",Des Plaines,19642,P012029,Female,10 to 14 years,1531
"Des Plaines city, Illinois",Des Plaines,19642,P012030,Female,15 to 17 years,1150
"Des Plaines city, Illinois",Des Plaines,19642,P012031,Female,18 and 19 years,582
"Des Plaines city, Illinois",Des Plaines,19642,P012032,Female,20 years,262
"Des Plaines city, Illinois",Des Plaines,19642,P012033,Female,21 years,304
"Des Plaines city, Illinois",Des Plaines,19642,P012034,Female,22 to 24 years,956
"Des Plaines city, Illinois",Des Plaines,19642,P012035,Female,25 to 29 years,1830
"Des Plaines city, Illinois",Des Plaines,19642,P012036,Female,30 to 34 years,1877
"Des Plaines city, Illinois",Des Plaines,19642,P012037,Female,35 to 39 years,1752
"Des Plaines city, Illinois",Des Plaines,19642,P012038,Female,40 to 44 years,1902
"Des Plaines city, Illinois",Des Plaines,19642,P012039,Female,45 to 49 years,2238
"Des Plaines city, Illinois",Des Plaines,19642,P012040,Female,50 to 54 years,2479
"Des Plaines city, Illinois",Des Plaines,19642,P012041,Female,55 to 59 years,2151
"Des Plaines city, Illinois",Des Plaines,19642,P012042,Female,60 and 61 years,774
"Des Plaines city, Illinois",Des Plaines,19642,P012043,Female,62 to 64 years,1085
"Des Plaines city, Illinois",Des Plaines,19642,P012044,Female,65 and 66 years,579
"Des Plaines city, Illinois",Des Plaines,19642,P012045,Female,67 to 69 years,794
"Des Plaines city, Illinois",Des Plaines,19642,P012046,Female,70 to 74 years,1213
"Des Plaines city, Illinois",Des Plaines,19642,P012047,Female,75 to 79 years,1059
"Des Plaines city, Illinois",Des Plaines,19642,P012048,Female,80 to 84 years,1040
"Des Plaines city, Illinois",Des Plaines,19642,P012049,Female,85 years and over,1361
"Dixmoor village, Illinois",Dixmoor,20149,P012003,Male,Under 5 years,168
"Dixmoor village, Illinois",Dixmoor,20149,P012004,Male,5 to 9 years,160
"Dixmoor village, Illinois",Dixmoor,20149,P012005,Male,10 to 14 years,163
"Dixmoor village, Illinois",Dixmoor,20149,P012006,Male,15 to 17 years,84
"Dixmoor village, Illinois",Dixmoor,20149,P012007,Male,18 and 19 years,64
"Dixmoor village, Illinois",Dixmoor,20149,P012008,Male,20 years,29
"Dixmoor village, Illinois",Dixmoor,20149,P012009,Male,21 years,29
"Dixmoor village, Illinois",Dixmoor,20149,P012010,Male,22 to 24 years,70
"Dixmoor village, Illinois",Dixmoor,20149,P012011,Male,25 to 29 years,146
"Dixmoor village, Illinois",Dixmoor,20149,P012012,Male,30 to 34 years,132
"Dixmoor village, Illinois",Dixmoor,20149,P012013,Male,35 to 39 years,105
"Dixmoor village, Illinois",Dixmoor,20149,P012014,Male,40 to 44 years,125
"Dixmoor village, Illinois",Dixmoor,20149,P012015,Male,45 to 49 years,113
"Dixmoor village, Illinois",Dixmoor,20149,P012016,Male,50 to 54 years,119
"Dixmoor village, Illinois",Dixmoor,20149,P012017,Male,55 to 59 years,85
"Dixmoor village, Illinois",Dixmoor,20149,P012018,Male,60 and 61 years,31
"Dixmoor village, Illinois",Dixmoor,20149,P012019,Male,62 to 64 years,30
"Dixmoor village, Illinois",Dixmoor,20149,P012020,Male,65 and 66 years,12
"Dixmoor village, Illinois",Dixmoor,20149,P012021,Male,67 to 69 years,31
"Dixmoor village, Illinois",Dixmoor,20149,P012022,Male,70 to 74 years,44
"Dixmoor village, Illinois",Dixmoor,20149,P012023,Male,75 to 79 years,34
"Dixmoor village, Illinois",Dixmoor,20149,P012024,Male,80 to 84 years,23
"Dixmoor village, Illinois",Dixmoor,20149,P012025,Male,85 years and over,14
"Dixmoor village, Illinois",Dixmoor,20149,P012027,Female,Under 5 years,171
"Dixmoor village, Illinois",Dixmoor,20149,P012028,Female,5 to 9 years,159
"Dixmoor village, Illinois",Dixmoor,20149,P012029,Female,10 to 14 years,132
"Dixmoor village, Illinois",Dixmoor,20149,P012030,Female,15 to 17 years,88
"Dixmoor village, Illinois",Dixmoor,20149,P012031,Female,18 and 19 years,58
"Dixmoor village, Illinois",Dixmoor,20149,P012032,Female,20 years,21
"Dixmoor village, Illinois",Dixmoor,20149,P012033,Female,21 years,18
"Dixmoor village, Illinois",Dixmoor,20149,P012034,Female,22 to 24 years,65
"Dixmoor village, Illinois",Dixmoor,20149,P012035,Female,25 to 29 years,148
"Dixmoor village, Illinois",Dixmoor,20149,P012036,Female,30 to 34 years,133
"Dixmoor village, Illinois",Dixmoor,20149,P012037,Female,35 to 39 years,112
"Dixmoor village, Illinois",Dixmoor,20149,P012038,Female,40 to 44 years,110
"Dixmoor village, Illinois",Dixmoor,20149,P012039,Female,45 to 49 years,117
"Dixmoor village, Illinois",Dixmoor,20149,P012040,Female,50 to 54 years,119
"Dixmoor village, Illinois",Dixmoor,20149,P012041,Female,55 to 59 years,99
"Dixmoor village, Illinois",Dixmoor,20149,P012042,Female,60 and 61 years,27
"Dixmoor village, Illinois",Dixmoor,20149,P012043,Female,62 to 64 years,42
"Dixmoor village, Illinois",Dixmoor,20149,P012044,Female,65 and 66 years,22
"Dixmoor village, Illinois",Dixmoor,20149,P012045,Female,67 to 69 years,30
"Dixmoor village, Illinois",Dixmoor,20149,P012046,Female,70 to 74 years,60
"Dixmoor village, Illinois",Dixmoor,20149,P012047,Female,75 to 79 years,41
"Dixmoor village, Illinois",Dixmoor,20149,P012048,Female,80 to 84 years,37
"Dixmoor village, Illinois",Dixmoor,20149,P012049,Female,85 years and over,24
"Dolton village, Illinois",Dolton,20292,P012003,Male,Under 5 years,708
"Dolton village, Illinois",Dolton,20292,P012004,Male,5 to 9 years,840
"Dolton village, Illinois",Dolton,20292,P012005,Male,10 to 14 years,1039
"Dolton village, Illinois",Dolton,20292,P012006,Male,15 to 17 years,742
"Dolton village, Illinois",Dolton,20292,P012007,Male,18 and 19 years,447
"Dolton village, Illinois",Dolton,20292,P012008,Male,20 years,204
"Dolton village, Illinois",Dolton,20292,P012009,Male,21 years,145
"Dolton village, Illinois",Dolton,20292,P012010,Male,22 to 24 years,419
"Dolton village, Illinois",Dolton,20292,P012011,Male,25 to 29 years,621
"Dolton village, Illinois",Dolton,20292,P012012,Male,30 to 34 years,538
"Dolton village, Illinois",Dolton,20292,P012013,Male,35 to 39 years,638
"Dolton village, Illinois",Dolton,20292,P012014,Male,40 to 44 years,654
"Dolton village, Illinois",Dolton,20292,P012015,Male,45 to 49 years,752
"Dolton village, Illinois",Dolton,20292,P012016,Male,50 to 54 years,789
"Dolton village, Illinois",Dolton,20292,P012017,Male,55 to 59 years,656
"Dolton village, Illinois",Dolton,20292,P012018,Male,60 and 61 years,213
"Dolton village, Illinois",Dolton,20292,P012019,Male,62 to 64 years,287
"Dolton village, Illinois",Dolton,20292,P012020,Male,65 and 66 years,127
"Dolton village, Illinois",Dolton,20292,P012021,Male,67 to 69 years,205
"Dolton village, Illinois",Dolton,20292,P012022,Male,70 to 74 years,229
"Dolton village, Illinois",Dolton,20292,P012023,Male,75 to 79 years,142
"Dolton village, Illinois",Dolton,20292,P012024,Male,80 to 84 years,99
"Dolton village, Illinois",Dolton,20292,P012025,Male,85 years and over,71
"Dolton village, Illinois",Dolton,20292,P012027,Female,Under 5 years,729
"Dolton village, Illinois",Dolton,20292,P012028,Female,5 to 9 years,820
"Dolton village, Illinois",Dolton,20292,P012029,Female,10 to 14 years,973
"Dolton village, Illinois",Dolton,20292,P012030,Female,15 to 17 years,729
"Dolton village, Illinois",Dolton,20292,P012031,Female,18 and 19 years,409
"Dolton village, Illinois",Dolton,20292,P012032,Female,20 years,180
"Dolton village, Illinois",Dolton,20292,P012033,Female,21 years,153
"Dolton village, Illinois",Dolton,20292,P012034,Female,22 to 24 years,428
"Dolton village, Illinois",Dolton,20292,P012035,Female,25 to 29 years,682
"Dolton village, Illinois",Dolton,20292,P012036,Female,30 to 34 years,737
"Dolton village, Illinois",Dolton,20292,P012037,Female,35 to 39 years,836
"Dolton village, Illinois",Dolton,20292,P012038,Female,40 to 44 years,970
"Dolton village, Illinois",Dolton,20292,P012039,Female,45 to 49 years,1017
"Dolton village, Illinois",Dolton,20292,P012040,Female,50 to 54 years,1117
"Dolton village, Illinois",Dolton,20292,P012041,Female,55 to 59 years,905
"Dolton village, Illinois",Dolton,20292,P012042,Female,60 and 61 years,305
"Dolton village, Illinois",Dolton,20292,P012043,Female,62 to 64 years,358
"Dolton village, Illinois",Dolton,20292,P012044,Female,65 and 66 years,186
"Dolton village, Illinois",Dolton,20292,P012045,Female,67 to 69 years,241
"Dolton village, Illinois",Dolton,20292,P012046,Female,70 to 74 years,286
"Dolton village, Illinois",Dolton,20292,P012047,Female,75 to 79 years,197
"Dolton village, Illinois",Dolton,20292,P012048,Female,80 to 84 years,175
"Dolton village, Illinois",Dolton,20292,P012049,Female,85 years and over,155
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012003,Male,Under 5 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012004,Male,5 to 9 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012005,Male,10 to 14 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012006,Male,15 to 17 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012007,Male,18 and 19 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012008,Male,20 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012009,Male,21 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012010,Male,22 to 24 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012011,Male,25 to 29 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012012,Male,30 to 34 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012013,Male,35 to 39 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012014,Male,40 to 44 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012015,Male,45 to 49 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012016,Male,50 to 54 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012017,Male,55 to 59 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012018,Male,60 and 61 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012019,Male,62 to 64 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012020,Male,65 and 66 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012021,Male,67 to 69 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012022,Male,70 to 74 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012023,Male,75 to 79 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012024,Male,80 to 84 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012025,Male,85 years and over,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012027,Female,Under 5 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012028,Female,5 to 9 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012029,Female,10 to 14 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012030,Female,15 to 17 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012031,Female,18 and 19 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012032,Female,20 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012033,Female,21 years,0
"Cook County (part), East Dundee village, Illinois",East Dundee,21696,P012034,Female,22 to 24 years,0
