geoid_zcta,variable,sex,age,total_pop,pop_in_cook
60107,P12_028N,Female,5 to 9 years,1107,1107
60107,P12_029N,Female,10 to 14 years,1212,1212
60107,P12_030N,Female,15 to 17 years,702,702
60107,P12_031N,Female,18 and 19 years,442,442
60107,P12_032N,Female,20 years,193,193
60107,P12_033N,Female,21 years,261,261
60107,P12_034N,Female,22 to 24 years,734,734
60107,P12_035N,Female,25 to 29 years,1280,1280
60107,P12_036N,Female,30 to 34 years,1405,1405
60107,P12_037N,Female,35 to 39 years,1406,1406
60107,P12_038N,Female,40 to 44 years,1287,1287
60107,P12_039N,Female,45 to 49 years,1382,1382
60107,P12_040N,Female,50 to 54 years,1477,1477
60107,P12_041N,Female,55 to 59 years,1531,1531
60107,P12_042N,Female,60 and 61 years,589,589
60107,P12_043N,Female,62 to 64 years,779,779
60107,P12_044N,Female,65 and 66 years,470,470
60107,P12_045N,Female,67 to 69 years,569,569
60107,P12_046N,Female,70 to 74 years,810,810
60107,P12_047N,Female,75 to 79 years,490,490
60107,P12_048N,Female,80 to 84 years,322,322
60107,P12_049N,Female,85 years and over,346,346
60602,P12_003N,Male,Under 5 years,37,37
60602,P12_004N,Male,5 to 9 years,6,6
60602,P12_005N,Male,10 to 14 years,12,12
60602,P12_006N,Male,15 to 17 years,9,9
60602,P12_007N,Male,18 and 19 years,4,4
60602,P12_008N,Male,20 years,8,8
60602,P12_009N,Male,21 years,10,10
60602,P12_010N,Male,22 to 24 years,88,88
60602,P12_011N,Male,25 to 29 years,89,89
60602,P12_012N,Male,30 to 34 years,55,55
60602,P12_013N,Male,35 to 39 years,39,39
60602,P12_014N,Male,40 to 44 years,28,28
60602,P12_015N,Male,45 to 49 years,29,29
60602,P12_016N,Male,50 to 54 years,62,62
60602,P12_017N,Male,55 to 59 years,43,43
60602,P12_018N,Male,60 and 61 years,6,6
60602,P12_019N,Male,62 to 64 years,40,40
60602,P12_020N,Male,65 and 66 years,16,16
60602,P12_021N,Male,67 to 69 years,32,32
60602,P12_022N,Male,70 to 74 years,40,40
60602,P12_023N,Male,75 to 79 years,24,24
60602,P12_024N,Male,80 to 84 years,20,20
60602,P12_025N,Male,85 years and over,4,4
60602,P12_027N,Female,Under 5 years,18,18
60602,P12_028N,Female,5 to 9 years,8,8
60602,P12_029N,Female,10 to 14 years,11,11
60602,P12_030N,Female,15 to 17 years,10,10
60602,P12_031N,Female,18 and 19 years,12,12
60602,P12_032N,Female,20 years,4,4
60602,P12_033N,Female,21 years,15,15
60602,P12_034N,Female,22 to 24 years,54,54
60602,P12_035N,Female,25 to 29 years,65,65
60602,P12_036N,Female,30 to 34 years,52,52
60602,P12_037N,Female,35 to 39 years,42,42
60602,P12_038N,Female,40 to 44 years,26,26
60602,P12_039N,Female,45 to 49 years,51,51
60602,P12_040N,Female,50 to 54 years,27,27
60602,P12_041N,Female,55 to 59 years,28,28
60602,P12_042N,Female,60 and 61 years,17,17
60602,P12_043N,Female,62 to 64 years,22,22
60602,P12_044N,Female,65 and 66 years,10,10
60602,P12_045N,Female,67 to 69 years,21,21
60602,P12_046N,Female,70 to 74 years,23,23
60602,P12_047N,Female,75 to 79 years,24,24
60602,P12_048N,Female,80 to 84 years,9,9
60602,P12_049N,Female,85 years and over,11,11
60601,P12_003N,Male,Under 5 years,220,220
60601,P12_004N,Male,5 to 9 years,133,133
60601,P12_005N,Male,10 to 14 years,99,99
60601,P12_006N,Male,15 to 17 years,62,62
60601,P12_007N,Male,18 and 19 years,37,37
60601,P12_008N,Male,20 years,50,50
60601,P12_009N,Male,21 years,24,24
60601,P12_010N,Male,22 to 24 years,448,448
60601,P12_011N,Male,25 to 29 years,1690,1690
60601,P12_012N,Male,30 to 34 years,1360,1360
60601,P12_013N,Male,35 to 39 years,752,752
60601,P12_014N,Male,40 to 44 years,392,392
60601,P12_015N,Male,45 to 49 years,356,356
60601,P12_016N,Male,50 to 54 years,365,365
60601,P12_017N,Male,55 to 59 years,458,458
60601,P12_018N,Male,60 and 61 years,130,130
60601,P12_019N,Male,62 to 64 years,250,250
60601,P12_020N,Male,65 and 66 years,137,137
60601,P12_021N,Male,67 to 69 years,175,175
60601,P12_022N,Male,70 to 74 years,272,272
60601,P12_023N,Male,75 to 79 years,195,195
60601,P12_024N,Male,80 to 84 years,89,89
60601,P12_025N,Male,85 years and over,107,107
60601,P12_027N,Female,Under 5 years,219,219
60601,P12_028N,Female,5 to 9 years,198,198
60601,P12_029N,Female,10 to 14 years,92,92
60601,P12_030N,Female,15 to 17 years,44,44
60601,P12_031N,Female,18 and 19 years,74,74
60601,P12_032N,Female,20 years,46,46
60601,P12_033N,Female,21 years,73,73
60601,P12_034N,Female,22 to 24 years,527,527
60601,P12_035N,Female,25 to 29 years,1716,1716
60601,P12_036N,Female,30 to 34 years,1167,1167
60601,P12_037N,Female,35 to 39 years,626,626
60601,P12_038N,Female,40 to 44 years,342,342
60601,P12_039N,Female,45 to 49 years,401,401
60601,P12_040N,Female,50 to 54 years,375,375
60601,P12_041N,Female,55 to 59 years,447,447
60601,P12_042N,Female,60 and 61 years,191,191
60601,P12_043N,Female,62 to 64 years,239,239
60601,P12_044N,Female,65 and 66 years,175,175
60601,P12_045N,Female,67 to 69 years,230,230
60601,P12_046N,Female,70 to 74 years,322,322
60601,P12_047N,Female,75 to 79 years,258,258
60601,P12_048N,Female,80 to 84 years,121,121
60601,P12_049N,Female,85 years and over,130,130
60603,P12_003N,Male,Under 5 years,19,19
60603,P12_004N,Male,5 to 9 years,9,9
60603,P12_005N,Male,10 to 14 years,2,2
60603,P12_006N,Male,15 to 17 years,5,5
60603,P12_007N,Male,18 and 19 years,8,8
60603,P12_008N,Male,20 years,12,12
60603,P12_009N,Male,21 years,11,11
60603,P12_010N,Male,22 to 24 years,61,61
60603,P12_011N,Male,25 to 29 years,79,79
60603,P12_012N,Male,30 to 34 years,81,81
60603,P12_013N,Male,35 to 39 years,56,56
60603,P12_014N,Male,40 to 44 years,15,15
60603,P12_015N,Male,45 to 49 years,33,33
60603,P12_016N,Male,50 to 54 years,30,30
60603,P12_017N,Male,55 to 59 years,59,59
60603,P12_018N,Male,60 and 61 years,20,20
60603,P12_019N,Male,62 to 64 years,18,18
60603,P12_020N,Male,65 and 66 years,20,20
60603,P12_021N,Male,67 to 69 years,34,34
60603,P12_022N,Male,70 to 74 years,21,21
60603,P12_023N,Male,75 to 79 years,22,22
60603,P12_024N,Male,80 to 84 years,8,8
60603,P12_025N,Male,85 years and over,5,5
60603,P12_027N,Female,Under 5 years,24,24
60603,P12_028N,Female,5 to 9 years,12,12
60603,P12_029N,Female,10 to 14 years,6,6
60603,P12_030N,Female,15 to 17 years,3,3
60603,P12_031N,Female,18 and 19 years,24,24
60603,P12_032N,Female,20 years,2,2
60603,P12_033N,Female,21 years,12,12
60603,P12_034N,Female,22 to 24 years,37,37
60603,P12_035N,Female,25 to 29 years,99,99
60603,P12_036N,Female,30 to 34 years,91,91
60603,P12_037N,Female,35 to 39 years,39,39
60603,P12_038N,Female,40 to 44 years,15,15
60603,P12_039N,Female,45 to 49 years,36,36
60603,P12_040N,Female,50 to 54 years,70,70
60603,P12_041N,Female,55 to 59 years,46,46
60603,P12_042N,Female,60 and 61 years,10,10
60603,P12_043N,Female,62 to 64 years,24,24
60603,P12_044N,Female,65 and 66 years,22,22
60603,P12_045N,Female,67 to 69 years,25,25
60603,P12_046N,Female,70 to 74 years,35,35
60603,P12_047N,Female,75 to 79 years,14,14
60603,P12_048N,Female,80 to 84 years,10,10
60603,P12_049N,Female,85 years and over,4,4
60604,P12_003N,Male,Under 5 years,10,10
60604,P12_004N,Male,5 to 9 years,7,7
60604,P12_005N,Male,10 to 14 years,4,4
60604,P12_006N,Male,15 to 17 years,4,4
60604,P12_007N,Male,18 and 19 years,10,10
60604,P12_008N,Male,20 years,3,3
60604,P12_009N,Male,21 years,4,4
60604,P12_010N,Male,22 to 24 years,24,24
60604,P12_011N,Male,25 to 29 years,91,91
60604,P12_012N,Male,30 to 34 years,82,82
60604,P12_013N,Male,35 to 39 years,24,24
60604,P12_014N,Male,40 to 44 years,19,19
60604,P12_015N,Male,45 to 49 years,9,9
60604,P12_016N,Male,50 to 54 years,20,20
60604,P12_017N,Male,55 to 59 years,36,36
60604,P12_018N,Male,60 and 61 years,4,4
60604,P12_019N,Male,62 to 64 years,15,15
60604,P12_020N,Male,65 and 66 years,7,7
60604,P12_021N,Male,67 to 69 years,14,14
60604,P12_022N,Male,70 to 74 years,37,37
60604,P12_023N,Male,75 to 79 years,14,14
60604,P12_024N,Male,80 to 84 years,2,2
60604,P12_025N,Male,85 years and over,4,4
60604,P12_027N,Female,Under 5 years,7,7
60604,P12_028N,Female,5 to 9 years,5,5
60604,P12_029N,Female,10 to 14 years,8,8
60604,P12_030N,Female,15 to 17 years,5,5
60604,P12_031N,Female,18 and 19 years,3,3
60604,P12_032N,Female,20 years,34,34
60604,P12_033N,Female,21 years,21,21
60604,P12_034N,Female,22 to 24 years,77,77
60604,P12_035N,Female,25 to 29 years,68,68
60604,P12_036N,Female,30 to 34 years,37,37
60604,P12_037N,Female,35 to 39 years,33,33
60604,P12_038N,Female,40 to 44 years,17,17
60604,P12_039N,Female,45 to 49 years,22,22
60604,P12_040N,Female,50 to 54 years,9,9
60604,P12_041N,Female,55 to 59 years,32,32
60604,P12_042N,Female,60 and 61 years,0,0
60604,P12_043N,Female,62 to 64 years,27,27
60604,P12_044N,Female,65 and 66 years,5,5
60604,P12_045N,Female,67 to 69 years,20,20
60604,P12_046N,Female,70 to 74 years,12,12
60604,P12_047N,Female,75 to 79 years,6,6
60604,P12_048N,Female,80 to 84 years,3,3
60604,P12_049N,Female,85 years and over,2,2
60605,P12_003N,Male,Under 5 years,656,656
60605,P12_004N,Male,5 to 9 years,395,395
60605,P12_005N,Male,10 to 14 years,258,258
60605,P12_006N,Male,15 to 17 years,142,142
60605,P12_007N,Male,18 and 19 years,684,684
60605,P12_008N,Male,20 years,300,300
60605,P12_009N,Male,21 years,204,204
60605,P12_010N,Male,22 to 24 years,1130,1130
60605,P12_011N,Male,25 to 29 years,2633,2633
60605,P12_012N,Male,30 to 34 years,2763,2763
60605,P12_013N,Male,35 to 39 years,1769,1769
60605,P12_014N,Male,40 to 44 years,1163,1163
60605,P12_015N,Male,45 to 49 years,879,879
60605,P12_016N,Male,50 to 54 years,774,774
60605,P12_017N,Male,55 to 59 years,807,807
60605,P12_018N,Male,60 and 61 years,293,293
60605,P12_019N,Male,62 to 64 years,383,383
60605,P12_020N,Male,65 and 66 years,204,204
60605,P12_021N,Male,67 to 69 years,306,306
60605,P12_022N,Male,70 to 74 years,431,431
60605,P12_023N,Male,75 to 79 years,224,224
60605,P12_024N,Male,80 to 84 years,113,113
60605,P12_025N,Male,85 years and over,83,83
60605,P12_027N,Female,Under 5 years,622,622
60605,P12_028N,Female,5 to 9 years,417,417
60605,P12_029N,Female,10 to 14 years,318,318
60605,P12_030N,Female,15 to 17 years,152,152
60605,P12_031N,Female,18 and 19 years,1021,1021
60605,P12_032N,Female,20 years,465,465
60605,P12_033N,Female,21 years,311,311
60605,P12_034N,Female,22 to 24 years,1105,1105
60605,P12_035N,Female,25 to 29 years,2781,2781
60605,P12_036N,Female,30 to 34 years,2623,2623
60605,P12_037N,Female,35 to 39 years,1595,1595
60605,P12_038N,Female,40 to 44 years,1027,1027
60605,P12_039N,Female,45 to 49 years,845,845
60605,P12_040N,Female,50 to 54 years,748,748
60605,P12_041N,Female,55 to 59 years,808,808
60605,P12_042N,Female,60 and 61 years,255,255
60605,P12_043N,Female,62 to 64 years,383,383
60605,P12_044N,Female,65 and 66 years,325,325
60605,P12_045N,Female,67 to 69 years,433,433
60605,P12_046N,Female,70 to 74 years,564,564
60605,P12_047N,Female,75 to 79 years,329,329
60605,P12_048N,Female,80 to 84 years,183,183
60605,P12_049N,Female,85 years and over,167,167
60606,P12_003N,Male,Under 5 years,42,42
60606,P12_004N,Male,5 to 9 years,22,22
60606,P12_005N,Male,10 to 14 years,16,16
60606,P12_006N,Male,15 to 17 years,8,8
60606,P12_007N,Male,18 and 19 years,14,14
60606,P12_008N,Male,20 years,12,12
60606,P12_009N,Male,21 years,2,2
60606,P12_010N,Male,22 to 24 years,159,159
60606,P12_011N,Male,25 to 29 years,448,448
60606,P12_012N,Male,30 to 34 years,429,429
60606,P12_013N,Male,35 to 39 years,249,249
60606,P12_014N,Male,40 to 44 years,143,143
60606,P12_015N,Male,45 to 49 years,89,89
60606,P12_016N,Male,50 to 54 years,86,86
60606,P12_017N,Male,55 to 59 years,95,95
60606,P12_018N,Male,60 and 61 years,29,29
60606,P12_019N,Male,62 to 64 years,42,42
60606,P12_020N,Male,65 and 66 years,37,37
60606,P12_021N,Male,67 to 69 years,20,20
60606,P12_022N,Male,70 to 74 years,38,38
60606,P12_023N,Male,75 to 79 years,9,9
60606,P12_024N,Male,80 to 84 years,10,10
60606,P12_025N,Male,85 years and over,2,2
60606,P12_027N,Female,Under 5 years,47,47
60606,P12_028N,Female,5 to 9 years,16,16
60606,P12_029N,Female,10 to 14 years,12,12
60606,P12_030N,Female,15 to 17 years,10,10
60606,P12_031N,Female,18 and 19 years,14,14
60606,P12_032N,Female,20 years,11,11
60606,P12_033N,Female,21 years,7,7
60606,P12_034N,Female,22 to 24 years,131,131
60606,P12_035N,Female,25 to 29 years,482,482
60606,P12_036N,Female,30 to 34 years,385,385
60606,P12_037N,Female,35 to 39 years,198,198
60606,P12_038N,Female,40 to 44 years,90,90
60606,P12_039N,Female,45 to 49 years,65,65
60606,P12_040N,Female,50 to 54 years,84,84
60606,P12_041N,Female,55 to 59 years,68,68
60606,P12_042N,Female,60 and 61 years,24,24
60606,P12_043N,Female,62 to 64 years,18,18
60606,P12_044N,Female,65 and 66 years,24,24
60606,P12_045N,Female,67 to 69 years,23,23
60606,P12_046N,Female,70 to 74 years,59,59
60606,P12_047N,Female,75 to 79 years,14,14
60606,P12_048N,Female,80 to 84 years,9,9
60606,P12_049N,Female,85 years and over,5,5
60607,P12_003N,Male,Under 5 years,807,807
60607,P12_004N,Male,5 to 9 years,499,499
60607,P12_005N,Male,10 to 14 years,397,397
60607,P12_006N,Male,15 to 17 years,166,166
60607,P12_007N,Male,18 and 19 years,891,891
60607,P12_008N,Male,20 years,445,445
60607,P12_009N,Male,21 years,345,345
60607,P12_010N,Male,22 to 24 years,1226,1226
60607,P12_011N,Male,25 to 29 years,2753,2753
60607,P12_012N,Male,30 to 34 years,2620,2620
60607,P12_013N,Male,35 to 39 years,1759,1759
60607,P12_014N,Male,40 to 44 years,1065,1065
60607,P12_015N,Male,45 to 49 years,732,732
60607,P12_016N,Male,50 to 54 years,626,626
60607,P12_017N,Male,55 to 59 years,501,501
60607,P12_018N,Male,60 and 61 years,176,176
60607,P12_019N,Male,62 to 64 years,255,255
60607,P12_020N,Male,65 and 66 years,138,138
60607,P12_021N,Male,67 to 69 years,157,157
60607,P12_022N,Male,70 to 74 years,203,203
60607,P12_023N,Male,75 to 79 years,138,138
60607,P12_024N,Male,80 to 84 years,71,71
60607,P12_025N,Male,85 years and over,48,48
60607,P12_027N,Female,Under 5 years,774,774
60607,P12_028N,Female,5 to 9 years,513,513
60607,P12_029N,Female,10 to 14 years,381,381
60607,P12_030N,Female,15 to 17 years,181,181
60607,P12_031N,Female,18 and 19 years,1089,1089
60607,P12_032N,Female,20 years,485,485
60607,P12_033N,Female,21 years,376,376
60607,P12_034N,Female,22 to 24 years,1178,1178
60607,P12_035N,Female,25 to 29 years,2537,2537
60607,P12_036N,Female,30 to 34 years,2528,2528
60607,P12_037N,Female,35 to 39 years,1578,1578
60607,P12_038N,Female,40 to 44 years,983,983
60607,P12_039N,Female,45 to 49 years,689,689
60607,P12_040N,Female,50 to 54 years,566,566
60607,P12_041N,Female,55 to 59 years,527,527
60607,P12_042N,Female,60 and 61 years,171,171
60607,P12_043N,Female,62 to 64 years,264,264
60607,P12_044N,Female,65 and 66 years,148,148
60607,P12_045N,Female,67 to 69 years,198,198
60607,P12_046N,Female,70 to 74 years,246,246
60607,P12_047N,Female,75 to 79 years,165,165
60607,P12_048N,Female,80 to 84 years,100,100
60607,P12_049N,Female,85 years and over,121,121
60608,P12_003N,Male,Under 5 years,1789,1789
60608,P12_004N,Male,5 to 9 years,1913,1913
60608,P12_005N,Male,10 to 14 years,2091,2091
60608,P12_006N,Male,15 to 17 years,1183,1183
60608,P12_007N,Male,18 and 19 years,1084,1084
60608,P12_008N,Male,20 years,676,676
60608,P12_009N,Male,21 years,662,662
60608,P12_010N,Male,22 to 24 years,2486,2486
60608,P12_011N,Male,25 to 29 years,5012,5012
60608,P12_012N,Male,30 to 34 years,4557,4557
60608,P12_013N,Male,35 to 39 years,3350,3350
60608,P12_014N,Male,40 to 44 years,2772,2772
60608,P12_015N,Male,45 to 49 years,2562,2562
60608,P12_016N,Male,50 to 54 years,2226,2226
60608,P12_017N,Male,55 to 59 years,1966,1966
60608,P12_018N,Male,60 and 61 years,775,775
60608,P12_019N,Male,62 to 64 years,1066,1066
60608,P12_020N,Male,65 and 66 years,703,703
60608,P12_021N,Male,67 to 69 years,838,838
60608,P12_022N,Male,70 to 74 years,1003,1003
60608,P12_023N,Male,75 to 79 years,587,587
60608,P12_024N,Male,80 to 84 years,399,399
60608,P12_025N,Male,85 years and over,258,258
60608,P12_027N,Female,Under 5 years,1714,1714
60608,P12_028N,Female,5 to 9 years,1837,1837
60608,P12_029N,Female,10 to 14 years,1945,1945
60608,P12_030N,Female,15 to 17 years,1183,1183
60608,P12_031N,Female,18 and 19 years,830,830
60608,P12_032N,Female,20 years,489,489
60608,P12_033N,Female,21 years,552,552
60608,P12_034N,Female,22 to 24 years,2032,2032
60608,P12_035N,Female,25 to 29 years,4311,4311
60608,P12_036N,Female,30 to 34 years,3671,3671
60608,P12_037N,Female,35 to 39 years,2728,2728
60608,P12_038N,Female,40 to 44 years,2455,2455
60608,P12_039N,Female,45 to 49 years,2264,2264
60608,P12_040N,Female,50 to 54 years,1919,1919
60608,P12_041N,Female,55 to 59 years,1931,1931
60608,P12_042N,Female,60 and 61 years,758,758
60608,P12_043N,Female,62 to 64 years,1111,1111
60608,P12_044N,Female,65 and 66 years,649,649
60608,P12_045N,Female,67 to 69 years,825,825
60608,P12_046N,Female,70 to 74 years,1061,1061
60608,P12_047N,Female,75 to 79 years,651,651
60608,P12_048N,Female,80 to 84 years,426,426
60608,P12_049N,Female,85 years and over,470,470
60609,P12_003N,Male,Under 5 years,2205,2205
60609,P12_004N,Male,5 to 9 years,2471,2471
60609,P12_005N,Male,10 to 14 years,2765,2765
60609,P12_006N,Male,15 to 17 years,1639,1639
60609,P12_007N,Male,18 and 19 years,954,954
60609,P12_008N,Male,20 years,534,534
60609,P12_009N,Male,21 years,467,467
60609,P12_010N,Male,22 to 24 years,1457,1457
60609,P12_011N,Male,25 to 29 years,2468,2468
60609,P12_012N,Male,30 to 34 years,2416,2416
60609,P12_013N,Male,35 to 39 years,2278,2278
60609,P12_014N,Male,40 to 44 years,2222,2222
60609,P12_015N,Male,45 to 49 years,2147,2147
60609,P12_016N,Male,50 to 54 years,2001,2001
60609,P12_017N,Male,55 to 59 years,1881,1881
60609,P12_018N,Male,60 and 61 years,756,756
60609,P12_019N,Male,62 to 64 years,960,960
60609,P12_020N,Male,65 and 66 years,572,572
60609,P12_021N,Male,67 to 69 years,705,705
60609,P12_022N,Male,70 to 74 years,892,892
60609,P12_023N,Male,75 to 79 years,397,397
60609,P12_024N,Male,80 to 84 years,285,285
60609,P12_025N,Male,85 years and over,223,223
60609,P12_027N,Female,Under 5 years,2010,2010
60609,P12_028N,Female,5 to 9 years,2408,2408
60609,P12_029N,Female,10 to 14 years,2677,2677
60609,P12_030N,Female,15 to 17 years,1556,1556
60609,P12_031N,Female,18 and 19 years,1043,1043
60609,P12_032N,Female,20 years,471,471
60609,P12_033N,Female,21 years,435,435
60609,P12_034N,Female,22 to 24 years,1353,1353
60609,P12_035N,Female,25 to 29 years,2587,2587
60609,P12_036N,Female,30 to 34 years,2391,2391
60609,P12_037N,Female,35 to 39 years,2456,2456
60609,P12_038N,Female,40 to 44 years,2450,2450
60609,P12_039N,Female,45 to 49 years,2151,2151
60609,P12_040N,Female,50 to 54 years,2024,2024
60609,P12_041N,Female,55 to 59 years,1829,1829
60609,P12_042N,Female,60 and 61 years,710,710
60609,P12_043N,Female,62 to 64 years,944,944
60609,P12_044N,Female,65 and 66 years,592,592
60609,P12_045N,Female,67 to 69 years,696,696
60609,P12_046N,Female,70 to 74 years,914,914
60609,P12_047N,Female,75 to 79 years,591,591
60609,P12_048N,Female,80 to 84 years,410,410
60609,P12_049N,Female,85 years and over,377,377
60610,P12_003N,Male,Under 5 years,661,661
60610,P12_004N,Male,5 to 9 years,510,510
60610,P12_005N,Male,10 to 14 years,513,513
60610,P12_006N,Male,15 to 17 years,282,282
60610,P12_007N,Male,18 and 19 years,196,196
60610,P12_008N,Male,20 years,227,227
60610,P12_009N,Male,21 years,245,245
60610,P12_010N,Male,22 to 24 years,1487,1487
60610,P12_011N,Male,25 to 29 years,4396,4396
60610,P12_012N,Male,30 to 34 years,2746,2746
60610,P12_013N,Male,35 to 39 years,1442,1442
60610,P12_014N,Male,40 to 44 years,939,939
60610,P12_015N,Male,45 to 49 years,814,814
60610,P12_016N,Male,50 to 54 years,858,858
60610,P12_017N,Male,55 to 59 years,947,947
60610,P12_018N,Male,60 and 61 years,365,365
